job_type,cpu_required,memory_required_gb,estimated_runtime_minutes,priority,current_node_load,available_cpu_cores,available_memory_gb,recommended_node
ETL,22,65,570,High,16,14,63,Node-036
Data Processing,3,4,255,Medium,60,61,256,Node-037
Analytics,15,68,417,High,73,9,36,Node-038
ML Training,27,90,750,Medium,72,52,217,Node-039
ETL,23,60,723,High,89,53,256,Node-040
ETL,21,64,540,Low,26,37,165,Node-041
Analytics,11,37,333,High,90,47,228,Node-042
ETL,2,12,299,High,57,17,90,Node-043
Analytics,10,38,307,Medium,50,53,239,Node-044
ML Training,17,55,435,Medium,68,41,117,Node-045
Data Processing,29,93,726,Medium,78,17,117,Node-046
Data Processing,25,91,722,Low,68,27,141,Node-047
Analytics,28,103,713,High,37,18,91,Node-048
ETL,29,99,670,Medium,23,30,129,Node-049
ML Training,25,86,647,Low,81,29,138,Node-050
Simulation,22,62,568,Medium,15,45,235,Node-051
ML Training,2,27,238,High,65,8,84,Node-052
ML Training,18,79,477,High,16,57,251,Node-053
Data Processing,6,28,357,High,55,24,100,Node-054
Data Processing,2,2,138,Medium,7,47,215,Node-055
Data Processing,24,58,761,Medium,64,46,215,Node-056
ML Training,14,61,466,Medium,34,34,154,Node-057
Data Processing,12,48,413,Low,53,10,83,Node-058
Data Processing,9,41,343,Medium,52,35,157,Node-059
ETL,30,106,778,Critical,7,57,226,Node-060
ETL,26,73,587,Medium,91,30,97,Node-061
ML Training,16,70,524,Medium,47,44,202,Node-062
Analytics,20,68,543,Medium,53,61,256,Node-063
Data Processing,22,87,657,Medium,46,53,225,Node-064
Data Processing,4,9,109,High,27,8,62,Node-065
Analytics,27,100,612,Medium,75,25,118,Node-066
Analytics,3,4,175,Medium,30,15,87,Node-067
Simulation,9,31,305,Medium,56,61,256,Node-068
ETL,27,98,479,Medium,93,21,73,Node-069
Simulation,9,26,353,High,26,31,143,Node-070
Analytics,27,99,679,High,11,20,118,Node-071
Data Processing,12,39,354,Low,58,36,171,Node-072
Data Processing,26,84,547,Low,82,28,134,Node-073
Analytics,23,72,503,Critical,21,61,242,Node-074
Analytics,28,83,715,High,38,28,118,Node-075
Data Processing,10,28,337,Critical,79,38,155,Node-076
ML Training,27,102,478,Critical,41,24,105,Node-077
ML Training,24,82,619,Medium,53,33,150,Node-078
Analytics,3,6,243,Medium,32,48,190,Node-079
Analytics,16,64,494,High,59,12,20,Node-080
Data Processing,29,103,702,Medium,63,64,256,Node-081
ML Training,30,120,909,Medium,91,38,175,Node-082
ETL,3,30,134,Medium,22,59,256,Node-083
Simulation,4,10,378,High,21,15,98,Node-084
Data Processing,3,25,298,High,35,34,145,Node-085
Simulation,24,69,466,High,6,13,58,Node-086
ML Training,29,98,410,High,45,37,195,Node-087
ETL,7,12,302,High,34,47,218,Node-088
Analytics,7,49,307,Medium,7,15,93,Node-089
Data Processing,26,94,711,High,70,53,225,Node-090
Simulation,24,69,574,Low,45,38,212,Node-091
Data Processing,5,29,152,Medium,17,38,150,Node-092
ML Training,27,89,617,Medium,52,54,241,Node-093
Data Processing,4,21,10,Low,41,40,177,Node-094
Data Processing,4,10,304,Medium,19,40,193,Node-095
Simulation,1,12,153,High,86,56,196,Node-096
Simulation,31,113,620,Medium,6,62,256,Node-097
ML Training,11,44,305,Medium,87,16,37,Node-098
ML Training,16,53,557,Low,36,61,253,Node-099
Data Processing,13,50,518,Medium,84,62,256,Node-100
Analytics,30,100,819,Medium,86,24,102,Node-001
Analytics,1,10,308,High,5,49,196,Node-002
ML Training,28,92,822,Medium,76,9,17,Node-003
Data Processing,2,5,92,High,52,21,109,Node-004
Analytics,20,63,314,Low,47,22,93,Node-005
Data Processing,15,51,474,Low,75,34,159,Node-006
ML Training,2,18,178,Medium,37,10,35,Node-007
Simulation,21,74,393,Medium,72,33,137,Node-008
Data Processing,13,46,302,Critical,29,57,256,Node-009
Simulation,31,93,919,High,84,45,207,Node-010
ETL,4,31,132,Medium,8,44,155,Node-011
Simulation,15,65,486,Medium,30,8,52,Node-012
ML Training,22,58,669,Medium,78,34,129,Node-013
ML Training,28,90,755,Low,33,23,80,Node-014
Analytics,9,33,189,High,36,50,230,Node-015
Analytics,11,46,606,Low,9,22,89,Node-016
ETL,13,63,492,High,11,62,208,Node-017
ETL,17,70,326,Critical,47,18,100,Node-018
Analytics,12,57,315,Critical,45,36,169,Node-019
Analytics,13,34,497,High,5,31,160,Node-020
Data Processing,22,62,730,Critical,55,29,137,Node-021
Analytics,16,67,395,High,11,50,212,Node-022
ETL,18,55,564,Low,63,60,256,Node-023
Simulation,30,85,918,High,66,25,157,Node-024
Data Processing,6,21,260,Medium,84,21,90,Node-025
Analytics,7,52,284,Medium,90,35,145,Node-026
Simulation,26,81,656,Low,60,37,145,Node-027
ML Training,24,80,495,Medium,84,56,256,Node-028
Analytics,20,52,530,Medium,29,61,256,Node-029
Data Processing,6,33,173,Low,35,29,113,Node-030
Analytics,26,89,598,High,21,39,157,Node-031
ETL,23,82,404,Low,80,52,252,Node-032
Simulation,29,107,677,Medium,14,56,256,Node-033
Analytics,29,86,735,Critical,42,38,164,Node-034
Simulation,5,33,327,High,72,53,256,Node-035
Data Processing,20,87,458,Medium,8,9,30,Node-036
Simulation,14,46,375,Critical,64,19,133,Node-037
Simulation,29,95,600,Medium,73,58,218,Node-038
Data Processing,28,74,638,Low,84,61,256,Node-039
Simulation,2,3,152,High,15,37,146,Node-040
Data Processing,8,39,256,High,42,53,191,Node-041
Simulation,1,4,487,High,39,40,192,Node-042
Simulation,12,39,348,Medium,43,31,186,Node-043
Data Processing,31,99,721,High,93,25,112,Node-044
ML Training,21,88,562,Low,35,59,239,Node-045
ML Training,6,18,189,Critical,65,8,63,Node-046
ML Training,11,35,332,Medium,51,50,244,Node-047
ML Training,20,79,389,Medium,12,63,246,Node-048
Simulation,16,65,629,High,77,31,134,Node-049
Analytics,20,70,441,Medium,32,38,107,Node-050
Analytics,10,33,254,High,89,59,233,Node-051
Analytics,2,19,147,Medium,9,41,187,Node-052
Analytics,3,5,158,Medium,42,53,232,Node-053
Analytics,23,71,747,High,16,15,87,Node-054
Data Processing,14,66,417,Medium,25,56,239,Node-055
ETL,5,25,314,Medium,25,30,126,Node-056
Simulation,29,93,646,Medium,9,32,130,Node-057
Analytics,11,41,261,Medium,85,39,216,Node-058
ETL,23,77,501,High,94,8,51,Node-059
Analytics,2,16,259,Low,20,60,253,Node-060
Data Processing,22,83,536,High,90,41,214,Node-061
ML Training,3,9,107,Medium,41,44,198,Node-062
Analytics,7,6,228,Critical,12,32,140,Node-063
ETL,24,73,833,Low,39,40,191,Node-064
Data Processing,31,102,707,Medium,8,60,235,Node-065
Data Processing,15,48,404,High,11,22,116,Node-066
Analytics,25,89,650,Low,89,23,102,Node-067
Data Processing,22,76,600,High,5,46,199,Node-068
ML Training,22,77,580,Low,29,44,196,Node-069
ML Training,18,42,618,Medium,51,14,90,Node-070
Analytics,27,104,756,High,34,9,26,Node-071
ETL,17,74,457,High,58,31,157,Node-072
ETL,8,26,215,Medium,15,12,92,Node-073
Data Processing,9,21,300,Medium,45,13,53,Node-074
Analytics,10,41,226,High,81,17,95,Node-075
ETL,29,87,628,Medium,37,57,252,Node-076
Data Processing,7,37,183,Medium,42,15,69,Node-077
Simulation,21,65,493,Medium,85,31,122,Node-078
ML Training,12,35,366,Medium,56,59,222,Node-079
ETL,2,37,156,Low,91,20,78,Node-080
Data Processing,27,89,864,Medium,42,39,199,Node-081
ETL,10,42,286,High,81,64,256,Node-082
ML Training,1,2,51,High,22,27,105,Node-083
Data Processing,18,70,596,Critical,71,63,222,Node-084
ETL,29,86,855,Low,84,26,135,Node-085
Simulation,12,36,428,Medium,46,11,32,Node-086
ML Training,21,78,618,High,60,39,177,Node-087
Analytics,32,127,694,High,25,24,152,Node-088
ETL,18,70,311,Low,81,26,163,Node-089
ML Training,8,28,467,Low,85,64,256,Node-090
Simulation,23,78,653,Medium,13,20,90,Node-091
ML Training,1,22,24,High,64,32,142,Node-092
Data Processing,24,83,713,High,27,58,241,Node-093
ML Training,13,74,426,High,44,31,126,Node-094
Simulation,19,75,615,Medium,88,17,86,Node-095
Analytics,2,25,331,High,72,33,157,Node-096
Simulation,4,30,431,Medium,85,39,171,Node-097
ML Training,26,88,689,Critical,47,40,153,Node-098
ML Training,18,69,363,High,36,17,75,Node-099
Analytics,11,39,416,Low,79,11,69,Node-100
Data Processing,32,91,562,High,34,17,98,Node-001
Analytics,1,17,347,Medium,54,57,256,Node-002
Data Processing,19,58,592,Medium,44,62,256,Node-003
ETL,18,70,413,Medium,70,31,114,Node-004
Simulation,7,21,257,Critical,43,56,256,Node-005
Analytics,27,88,705,Low,63,26,95,Node-006
Simulation,3,12,130,Low,46,11,42,Node-007
Analytics,5,38,374,Medium,51,10,56,Node-008
Data Processing,4,8,150,High,43,19,111,Node-009
Simulation,27,79,710,Critical,41,20,93,Node-010
ETL,2,6,10,Medium,7,22,118,Node-011
ML Training,20,76,708,High,66,18,79,Node-012
Simulation,27,92,471,Medium,58,43,213,Node-013
ML Training,24,73,605,Low,15,8,26,Node-014
ML Training,23,74,583,High,72,27,144,Node-015
Data Processing,19,69,464,Medium,9,25,100,Node-016
Analytics,13,36,292,Medium,74,47,236,Node-017
ETL,6,25,168,Low,40,29,115,Node-018
ML Training,6,26,10,Medium,25,10,89,Node-019
Simulation,16,53,509,High,86,56,256,Node-020
ML Training,24,71,463,High,42,14,35,Node-021
Data Processing,24,74,598,Medium,77,42,163,Node-022
Simulation,2,26,211,Medium,70,29,127,Node-023
Analytics,4,8,187,High,50,44,195,Node-024
Analytics,13,43,410,High,75,52,246,Node-025
Analytics,22,86,587,High,86,19,93,Node-026
Simulation,26,81,777,Medium,13,53,226,Node-027
Simulation,26,106,760,Low,21,57,219,Node-028
Simulation,3,13,171,High,85,34,181,Node-029
Simulation,3,34,311,High,53,29,151,Node-030
ML Training,5,13,300,Low,67,9,65,Node-031
Analytics,29,112,567,Critical,89,8,23,Node-032
ML Training,24,79,336,Medium,20,63,246,Node-033
Analytics,30,88,742,Critical,91,47,196,Node-034
ML Training,28,93,749,Medium,82,43,196,Node-035
ETL,13,55,418,Medium,22,52,256,Node-036
ML Training,27,88,622,Medium,25,52,241,Node-037
ML Training,29,113,767,Medium,12,24,85,Node-038
ML Training,23,68,439,Critical,67,31,154,Node-039
ML Training,28,88,664,High,87,19,100,Node-040
ML Training,23,64,438,Medium,75,64,256,Node-041
Simulation,15,42,496,Low,12,16,95,Node-042
Analytics,7,38,248,Medium,26,25,120,Node-043
ML Training,24,95,636,Low,81,30,159,Node-044
Data Processing,16,33,459,Low,88,64,256,Node-045
Simulation,4,34,263,High,32,52,199,Node-046
Analytics,12,50,445,High,61,41,166,Node-047
ETL,12,57,271,Medium,77,25,114,Node-048
Simulation,1,26,10,Critical,8,29,126,Node-049
Analytics,29,109,852,Medium,59,43,214,Node-050
Data Processing,25,88,626,High,18,39,139,Node-051
Simulation,22,69,610,Low,67,31,136,Node-052
Data Processing,18,42,496,Medium,51,54,213,Node-053
Analytics,12,38,357,Medium,37,50,225,Node-054
Analytics,26,88,580,Low,14,56,232,Node-055
Analytics,29,78,558,High,86,9,65,Node-056
Analytics,4,2,295,High,7,11,75,Node-057
ETL,9,36,358,Low,19,32,124,Node-058
Data Processing,1,16,149,Low,71,18,99,Node-059
ML Training,9,35,521,Low,22,14,52,Node-060
Data Processing,3,28,166,Medium,12,33,180,Node-061
Data Processing,23,87,516,Medium,49,39,186,Node-062
Data Processing,27,73,600,High,86,39,169,Node-063
Data Processing,10,34,242,Medium,91,19,93,Node-064
ETL,21,68,203,Low,30,55,256,Node-065
ML Training,17,65,455,High,48,36,203,Node-066
Data Processing,24,75,550,Medium,78,54,239,Node-067
ML Training,4,24,454,Low,19,24,95,Node-068
Analytics,10,38,363,High,72,57,256,Node-069
Data Processing,14,46,412,High,70,54,246,Node-070
Data Processing,28,101,720,Medium,38,62,256,Node-071
ML Training,31,96,717,High,5,64,244,Node-072
Analytics,31,103,674,High,27,54,214,Node-073
Analytics,9,39,218,Medium,86,15,97,Node-074
Analytics,28,96,694,Medium,70,54,247,Node-075
Analytics,5,34,133,Medium,68,55,256,Node-076
ML Training,5,11,154,High,22,47,219,Node-077
Data Processing,28,103,771,Low,9,43,219,Node-078
ML Training,13,59,382,Critical,38,15,81,Node-079
ETL,5,20,244,Medium,18,34,126,Node-080
ETL,5,23,282,Medium,28,28,111,Node-081
Analytics,10,33,249,Medium,67,63,256,Node-082
Data Processing,3,8,203,Low,16,63,256,Node-083
Data Processing,29,96,630,Low,76,11,95,Node-084
ML Training,18,64,268,Medium,8,30,148,Node-085
Analytics,5,30,287,High,74,42,189,Node-086
Analytics,9,30,427,Medium,14,13,57,Node-087
Simulation,9,48,193,Medium,44,10,50,Node-088
ML Training,17,52,530,Medium,65,25,132,Node-089
ETL,12,36,327,Low,31,41,209,Node-090
Analytics,18,83,397,Low,62,21,94,Node-091
ETL,1,11,203,Low,69,57,229,Node-092
Data Processing,26,73,635,Medium,29,30,131,Node-093
Data Processing,32,106,726,Medium,63,56,231,Node-094
ML Training,15,62,323,Medium,26,61,240,Node-095
ETL,31,88,738,High,90,29,132,Node-096
Analytics,11,30,273,Medium,68,38,166,Node-097
Data Processing,20,71,539,Medium,49,16,69,Node-098
Data Processing,30,91,717,Medium,79,16,71,Node-099
ETL,25,78,511,Medium,86,46,207,Node-100
ETL,30,84,769,High,64,23,108,Node-001
Simulation,3,3,197,High,17,35,173,Node-002
ETL,8,39,324,Medium,30,46,210,Node-003
ML Training,4,21,148,High,37,36,149,Node-004
Analytics,18,51,468,Medium,92,34,162,Node-005
ML Training,27,96,669,Medium,85,42,177,Node-006
Analytics,9,28,418,Medium,50,32,141,Node-007
ML Training,1,2,144,Critical,52,57,246,Node-008
ETL,21,82,532,Medium,55,44,205,Node-009
ETL,28,70,879,Medium,58,55,223,Node-010
Data Processing,15,41,392,Low,60,47,224,Node-011
Simulation,28,99,852,Medium,67,64,256,Node-012
Data Processing,2,11,55,Medium,24,33,156,Node-013
ML Training,19,64,574,High,6,45,197,Node-014
ML Training,29,110,826,Medium,6,60,250,Node-015
Analytics,1,13,180,Low,56,21,94,Node-016
Analytics,12,54,346,Low,61,33,141,Node-017
ML Training,19,58,371,Medium,59,47,199,Node-018
Analytics,12,51,376,Low,32,51,215,Node-019
Analytics,9,62,36,Low,64,61,256,Node-020
Data Processing,10,46,293,High,81,60,254,Node-021
ETL,32,128,649,Medium,78,49,194,Node-022
ML Training,13,61,512,High,56,63,236,Node-023
Analytics,20,59,555,Medium,20,62,256,Node-024
ETL,8,36,306,Medium,63,28,108,Node-025
Simulation,24,72,534,Medium,72,11,84,Node-026
Analytics,6,25,80,Medium,73,11,61,Node-027
ETL,18,65,577,Low,51,22,90,Node-028
Data Processing,4,29,157,Medium,47,30,158,Node-029
ML Training,22,86,676,Low,44,57,256,Node-030
Data Processing,23,79,560,Low,38,28,139,Node-031
Data Processing,19,57,662,Medium,18,36,166,Node-032
Data Processing,21,78,548,High,23,58,250,Node-033
ML Training,20,54,661,Medium,29,50,205,Node-034
Data Processing,21,56,658,Low,44,21,98,Node-035
Data Processing,26,90,558,Critical,86,34,128,Node-036
Analytics,10,27,437,Medium,69,18,86,Node-037
Data Processing,9,35,92,Medium,25,60,256,Node-038
Data Processing,20,73,455,Low,66,51,214,Node-039
Data Processing,16,48,520,High,5,23,126,Node-040
ETL,23,86,534,Low,34,46,187,Node-041
ETL,15,31,625,Low,73,62,247,Node-042
Analytics,30,104,760,Low,54,11,19,Node-043
Analytics,12,41,340,High,20,40,160,Node-044
ML Training,5,35,120,High,64,21,68,Node-045
Analytics,17,57,550,High,54,36,130,Node-046
ML Training,4,11,151,Low,70,8,40,Node-047
Analytics,12,41,418,Medium,92,54,221,Node-048
Data Processing,24,75,655,Medium,65,41,155,Node-049
ML Training,28,87,482,Medium,83,60,256,Node-050
ETL,25,85,327,Medium,21,35,154,Node-051
ETL,30,92,680,Medium,21,34,197,Node-052
ML Training,15,61,321,Low,40,36,210,Node-053
Simulation,1,13,136,Medium,85,54,207,Node-054
Analytics,30,107,689,Low,56,64,256,Node-055
Analytics,19,64,341,Medium,62,57,242,Node-056
Analytics,8,20,296,Medium,39,25,133,Node-057
ETL,13,46,527,Low,18,46,219,Node-058
ML Training,21,54,574,Critical,21,36,169,Node-059
Analytics,13,49,293,High,58,48,216,Node-060
Simulation,1,2,178,Medium,23,14,69,Node-061
Simulation,1,2,128,High,33,36,140,Node-062
Data Processing,3,22,291,Low,88,8,46,Node-063
Analytics,11,41,391,Medium,72,53,241,Node-064
ML Training,21,56,459,High,11,18,118,Node-065
ML Training,1,9,312,Critical,59,32,135,Node-066
Simulation,26,86,661,Medium,71,15,91,Node-067
ML Training,2,11,161,Low,89,27,127,Node-068
ML Training,26,96,659,Critical,38,49,228,Node-069
ETL,22,71,594,Critical,51,15,75,Node-070
ML Training,16,58,424,High,13,34,159,Node-071
Analytics,5,6,305,Medium,32,58,227,Node-072
Data Processing,9,46,295,Low,23,21,100,Node-073
ML Training,22,84,623,Medium,7,27,125,Node-074
ML Training,23,71,510,Medium,93,33,134,Node-075
ETL,19,71,596,High,12,51,188,Node-076
ML Training,24,71,518,High,58,50,221,Node-077
ML Training,1,16,157,Low,94,30,152,Node-078
Data Processing,10,21,398,Low,25,64,256,Node-079
ETL,9,22,206,High,35,18,101,Node-080
ETL,32,111,697,High,84,64,256,Node-081
ML Training,1,10,214,Critical,63,9,62,Node-082
Analytics,1,9,10,Medium,92,32,107,Node-083
Analytics,31,112,799,High,40,32,136,Node-084
Data Processing,12,57,195,High,39,8,36,Node-085
Data Processing,8,10,241,Low,56,31,198,Node-086
ML Training,18,51,382,High,66,35,174,Node-087
ETL,6,34,69,Critical,23,33,154,Node-088
Simulation,25,87,525,High,88,41,188,Node-089
Data Processing,31,81,836,Medium,46,18,78,Node-090
ML Training,5,20,139,Low,91,63,256,Node-091
Data Processing,9,37,245,High,86,49,209,Node-092
ML Training,17,65,537,Low,80,63,244,Node-093
Simulation,20,71,451,High,68,43,180,Node-094
Data Processing,13,43,328,Low,30,60,233,Node-095
Simulation,27,73,449,Critical,67,45,215,Node-096
ML Training,16,40,439,High,73,52,225,Node-097
ETL,28,93,488,Low,56,16,67,Node-098
ETL,21,74,560,Low,76,14,85,Node-099
Data Processing,29,86,760,High,35,26,108,Node-100
ETL,27,74,679,Low,89,25,88,Node-001
ML Training,8,27,273,Medium,64,40,136,Node-002
Data Processing,27,87,707,Low,31,22,114,Node-003
ETL,9,45,311,Medium,69,11,55,Node-004
Data Processing,28,68,564,Low,62,49,236,Node-005
Data Processing,25,96,711,High,30,14,78,Node-006
ETL,14,66,442,Medium,57,12,97,Node-007
Analytics,23,82,614,Low,22,26,106,Node-008
ML Training,7,29,426,Critical,78,49,203,Node-009
Data Processing,8,28,262,Medium,81,26,139,Node-010
Data Processing,12,59,560,Medium,31,32,172,Node-011
ML Training,31,93,606,Low,47,60,256,Node-012
Data Processing,8,32,356,Medium,53,40,203,Node-013
Analytics,12,48,361,Low,50,63,256,Node-014
Analytics,7,26,74,High,8,56,256,Node-015
ML Training,6,34,269,High,9,36,151,Node-016
ML Training,29,96,661,High,23,51,226,Node-017
ML Training,22,73,412,Medium,7,37,170,Node-018
ETL,3,4,184,High,37,54,214,Node-019
ML Training,29,86,808,High,71,21,97,Node-020
Data Processing,24,68,852,Medium,18,34,155,Node-021
Data Processing,14,53,517,Medium,62,43,167,Node-022
Analytics,24,80,530,Medium,90,17,106,Node-023
ML Training,15,65,599,Critical,34,59,237,Node-024
ETL,10,25,292,Medium,91,33,153,Node-025
Analytics,28,75,766,Critical,22,10,57,Node-026
ETL,2,15,121,Medium,52,42,172,Node-027
ML Training,30,100,672,Low,73,16,71,Node-028
Simulation,23,85,810,High,55,20,121,Node-029
Simulation,1,25,40,High,91,46,204,Node-030
Data Processing,4,33,143,Medium,66,64,256,Node-031
Analytics,32,102,738,Medium,17,40,194,Node-032
Data Processing,16,67,555,Medium,75,20,84,Node-033
Analytics,11,43,420,Low,46,43,208,Node-034
Simulation,9,12,354,Critical,16,42,195,Node-035
Simulation,15,54,207,Low,26,45,192,Node-036
ML Training,9,34,265,Low,90,31,164,Node-037
Simulation,5,15,187,Critical,87,46,147,Node-038
ML Training,29,109,577,Medium,74,10,72,Node-039
Analytics,30,96,857,Critical,29,11,75,Node-040
Analytics,15,68,501,Medium,21,45,182,Node-041
ETL,22,66,571,High,13,54,197,Node-042
ML Training,15,56,203,Critical,38,59,256,Node-043
Analytics,12,38,341,Low,87,25,154,Node-044
ETL,28,94,708,Low,8,45,199,Node-045
ETL,2,6,358,Medium,81,39,172,Node-046
Analytics,13,46,229,Low,32,28,154,Node-047
ETL,3,10,229,High,25,28,133,Node-048
ML Training,27,89,764,Critical,39,39,140,Node-049
Data Processing,18,54,500,Low,81,53,214,Node-050
Simulation,16,40,283,High,69,34,166,Node-051
Simulation,6,20,201,Medium,92,33,136,Node-052
ETL,27,99,446,Low,41,30,131,Node-053
Data Processing,15,67,452,High,37,37,171,Node-054
ML Training,29,64,766,Medium,58,10,63,Node-055
ML Training,14,53,284,High,10,54,197,Node-056
Analytics,5,31,259,Medium,55,38,161,Node-057
Simulation,25,99,653,Low,17,17,121,Node-058
ML Training,13,48,519,High,86,9,99,Node-059
ML Training,10,27,222,Critical,94,13,52,Node-060
Data Processing,15,40,260,Medium,56,16,87,Node-061
ML Training,25,99,634,Medium,45,11,48,Node-062
Data Processing,18,73,306,Medium,37,13,35,Node-063
Simulation,9,29,227,High,50,45,234,Node-064
ML Training,4,31,26,Medium,61,54,213,Node-065
Analytics,19,45,425,High,41,35,185,Node-066
Simulation,11,41,541,Critical,71,24,76,Node-067
ETL,24,94,667,Low,20,55,231,Node-068
Simulation,32,100,715,High,53,42,169,Node-069
Analytics,1,2,100,Medium,33,42,151,Node-070
Data Processing,11,44,532,Critical,84,19,95,Node-071
Analytics,26,103,565,Medium,89,15,48,Node-072
